Model,Item,Part No.,Alternate Part No.,Part Name (BOM),Part Description (TCLNA),Price,Inventory,New Part No. Inventory,Accessory?,Service,Never,Notes,Mario,Inspect?,Type,Year Sold
TAW15CRE19,48159,211800131,,"1/2"" Flat Head screw","1/2"" Flat Head screw",$-,0,0,,,,,,,Window,2019
TAW15CRE19,48160,3180090030,,"5/8"" Flat Head screw","5/8"" Flat Head screw",$0.40,10,0,Y,,,,,,Window,2019
TAW15CRE19,48161,1180110035,,"1/2"" Flat Head Bolt","1/2"" Flat Head Bolt",$-,0,0,,,,,,,Window,2019
TAW15CRE19,48162,211800130,,"1/2"" Locknut","1/2"" Locknut",$0.50,10,0,Y,,,,,,Window,2019
TAW15CRE19,48163,211800132,,"5/16"" Hex-head screw","5/16"" Hex-head screw",$0.50,50,0,Y,,,,,,Window,2019
10P33,,810700027,,Stopper,Stopper,$1.54,10,0,Y,,,,,ITI,Portable,2021
10P33,,810701090,,"Hose outlet, oval","Hose outlet, oval",$4.86,51,0,Y,,,,,ITI,Portable,2021
10P33,,810701160,,Castor subassembly,"caster, set of four",$3.92,108,0,Y,,,,,,Portable,2021
10P33,,810701437,,Upper front panel,Upper front panel,$-,0,0,,,,,,,Portable,2021
10P33,,810701438,,Evaporator upper duct,Evaporator upper duct,$-,0,0,,,,,,,Portable,2021
10P33,,810701442,,Evaporator lower duct,Evaporator lower duct,$-,0,0,,,,,,,Portable,2021
10P33,,810701443,,Evaporator duct cover,Evaporator duct cover,$-,0,0,,,,,,,Portable,2021
10P33,,810701444,,Evaporator duct wall,Evaporator duct wall,$-,0,0,,,,,,,Portable,2021
10P33,,810701446,,Condenser duct,Condenser duct,$-,0,0,,,,,,,Portable,2021
10P33,,810701447,,Capacitor cover,Capacitor cover,$-,0,0,,,,,,,Portable,2021
10P33,,810701448,,Vertical deflector,Vertical deflector,$-,0,0,,,,,,,Portable,2021
10P33,,810701449,,Back panel,Back panel,$-,0,0,,,,,,,Portable,2021
10P33,,810701450,,Lower front panel,Lower front panel,$-,0,0,,,,,,,Portable,2021
10P33,,810701452,,Right panel,Right panel,$-,0,0,,,,,,,Portable,2021
10P33,,810701453,,Horizon deflector A,Horizon deflector A,$-,0,0,,,,,,,Portable,2021
10P33,,810701454,,Horizon deflector B,Horizon deflector B,$-,0,0,,,,,,,Portable,2021
10P33,,810701455,,Deflector link,Deflector link,$-,0,0,,,,,,,Portable,2021
10P33,,810701456,,Filter of evaporator,Filter of evaporator,$12.96,25,0,Y,,,,,,Portable,2021
10P33,,810701457,,"Hose inlet, 6""","Hose inlet, 6""",$4.86,68,0,Y,,,,,ITI,Portable,2021
10P33,,810701459,,Display board cover,Display board cover,$-,0,0,,,,,,,Portable,2021
10P33,,810701460,,Bidirectional centrifugal fan,Bidirectional centrifugal fan,$18.48,5,0,,Y,,,,,Portable,2021
10P33,,810701555,,Base,Base,$-,0,0,,,,,,,Portable,2021
10P33,,810701556,,Evaporator tray,Evaporator tray,$-,0,0,,,,,,,Portable,2021
10P33,,810701558,,Exhaust Hose,Exhaust Hose,$9.94,52,0,Y,,,,,,Portable,2021
10P33,,810701559,,Electrical box,Electrical box,$-,0,0,,,,,,,Portable,2021
10P33,,810701981,,Centrifugal fan,Centrifugal fan,$-,0,0,,,,,,,Portable,2021
10P33,,810800197,,Support bar,Support bar,$-,0,0,,,,,,,Portable,2021
10P33,,810800199,,Electrical box cover,Electrical box cover,$-,0,0,,,,,,,Portable,2021
10P33,,810800204,,Protection net,Protection net,$-,0,0,,,,,,,Portable,2021
10P33,,810900518,,Receiver board,Receiver board,$-,0,0,,,,,,,Portable,2021
10P33,,810900541,,Fan motor,Fan motor,$-,0,0,,,,,,,Portable,2021
10P33,,810900542,,Capacitor of compressor,Capacitor of compressor,$-,0,0,,,,,,,Portable,2021
10P33,,810900563,,Display board,Display board,$-,0,0,,,,,,,Portable,2021
10P33,,810900578,,Fan motor capacitor,Fan motor capacitor,$-,0,0,,,,,,,Portable,2021
10P33,,811201861,,Compressor,Compressor,$-,0,0,,,,,,,Portable,2021
10P33,,811201863,,Evaporator,Evaporator,$-,0,0,,,,,,,Portable,2021
10P33,,811201911,,Suction pipe,Suction pipe,$-,0,0,,,,,,,Portable,2021
10P33,,811201912,,Capillary,Capillary,$-,0,0,,,,,,,Portable,2021
10P33,,811201999,,Discharge pipe,Discharge pipe,$-,0,0,,,,,,,Portable,2021
10P33,,811202004,,Condenser,Condenser,$-,0,0,,,,,,,Portable,2021
10P33,,811800040,,Tie,Tie,$-,0,0,,,,,,,Portable,2021
10P33,,1175032007,,Sensor resistance,Sensor resistance,$8.04,10,0,,Y,,,,,Portable,2021
10P33,,8070130039,,Sensor fixer,Sensor fixer,$-,0,0,,,,,,,Portable,2021
10P33,,42001-000057,,Clamp,Clamp,$-,0,0,,,,,,,Portable,2021
10P33,,50610-100002,,Nut,Nut,$-,0,0,,,,,,,Portable,2021
10P33,,810700746A,,"Window slider, oval","Window slider, oval",$17.40,52,0,Y,,,,,,Portable,2021
10P33,,810701092A,,Splash disk,Splash disk,$-,0,0,,,,,,,Portable,2021
10P33,,810701299A,,Drain Hose Cap,Drain Hose Cap,$1.30,39,0,Y,,,,,,Portable,2021
10P33,,810701458B,,Top panel,Top panel,$-,0,0,,,,,,,Portable,2021
10P33,,810701797A,,Left panel,Left panel,$-,0,0,,,,,,,Portable,2021
10P33,,810900031A,,Float switch,Float switch,$-,0,0,,,,,,,Portable,2021
10P33,,810900371C,,Splash motor,Splash motor,$-,0,0,,,,,,,Portable,2021
10P33,,810900443B,,Power cord,Power cord,$34.36,30,0,,Y,,,,,Portable,2021
10P33,,810900562B,,Control circuit board,Control circuit board,$-,0,0,,,,,,,Portable,2021
10P33,,810900614A,,Remote controller,Remote controller UYKQ-90,$9.81,135,0,Y,,,,,,Portable,2021
10P33,,811306443A,,Panel sticker,Panel sticker,$4.38,5,0,,Y,,,,,Portable,2021
10P33,,GSK5-6K,,Gasket Seal Kit,Gasket Seal Kit,$4.00,155,0,Y,,,,,,Portable,2021
10P34C,1,810702400B,,Front panel,Front panel,$-,0,0,,,,,,,Portable,2021
10P34C,2,810700851C,,Take-over protection,Take-over protection,$-,0,0,,,,,,,Portable,2021
10P34C,3,810900518,,Receiver board,Receiver board,$-,0,0,,,,,,,Portable,2021
10P34C,4,810702599,,Top panel,Top panel,$-,0,0,,,,,,,Portable,2021
10P34C,5,810701012,,Gear,Gear,$-,0,0,,,,,,,Portable,2021
10P34C,6,810701035,,Anti electric axis,Anti electric axis,$-,0,0,,,,,,,Portable,2021
10P34C,7,1175032001B,,Step motor,Step motor,$21.60,17,0,,Y,,,,,Portable,2021
10P34C,8,810701138A,,Fixer of step motor,Fixer of step motor,$-,0,0,,,,,,,Portable,2021
10P34C,9,810702262,,Cover of display box,Cover of display box,$-,0,0,,,,,,,Portable,2021
10P34C,10,810900559A,,Display board,Display board,$34.28,5,0,,Y,,,,,Portable,2021
10P34C,11,810702007,,Box of display,Box of display,$-,0,0,,,,,,,Portable,2021
10P34C,12,811309455J,,Panel sticker,Panel sticker,$-,0,0,,,,,,,Portable,2021
10P34C,13,810702264,,Deflector,Deflector,$-,0,0,,,,,,,Portable,2021
10P34C,14,810702265,,Deflector,Deflector,$-,0,0,,,,,,,Portable,2021
10P34C,15,810702266,,Deflector link,Deflector link,$-,0,0,,,,,,,Portable,2021
10P34C,16,810702302,,Outlet duct,Outlet duct,$-,0,0,,,,,,,Portable,2021
10P34C,17,810702256,,Upper Duct,Upper Duct,$-,0,0,,,,,,,Portable,2021
10P34C,18,810702055,,Fan of evaporator,Fan of evaporator,$-,0,0,,,,,,,Portable,2021
10P34C,19,810900527,,Evaporator fan motor,Evaporator fan motor,$-,0,0,,,,,,,Portable,2021
10P34C,20,810702023,,Under Duct,Under Duct,$-,0,0,,,,,,,Portable,2021
10P34C,21,811202229B,,Evaporator,Evaporator,$-,0,0,,,,,,,Portable,2021
10P34C,22,814101768,,Tray assembly,Tray assembly,$-,0,0,,,,,,,Portable,2021
10P34C,23,810702252,,Left panel,Left panel,$-,0,0,,,,,,,Portable,2021
10P34C,24,810800317B,,Supported beam of Condenser,Supported beam of Condenser,$-,0,0,,,,,,,Portable,2021
10P34C,25,811202230,,Condenser,Condenser,$-,0,0,,,,,,,Portable,2021
10P34C,26,810702000,,Rear duct of condenser,Rear duct of condenser,$-,0,0,,,,,,,Portable,2021
10P34C,27,810702056,,Centrifugal fan,Centrifugal fan,$-,0,0,,,,,,,Portable,2021
10P34C,28,810701999,,Front duct of condenser,Front duct of condenser,$-,0,0,,,,,,,Portable,2021
10P34C,29,810900538,,Condensor fan motor,Condensor fan motor,$-,0,0,,,,,,,Portable,2021
10P34C,30,810702019,,Capacitor clamp,Capacitor clamp,$-,0,0,,,,,,,Portable,2021
10P34C,31,810900758,,Capacitor of compressor,Capacitor of compressor,$-,0,0,,,,,,,Portable,2021
10P34C,32,810702271,,Electrical box assembly,Electrical box assembly,$-,0,0,,,,,,,Portable,2021
10P34C,33,1175032007,92007-005463,Sensor resistance,Sensor resistance,$8.04,10,0,,Y,,,,,Portable,2021
10P34C,34,810900560A,,Control circuit board,Control circuit board,$-,0,0,,,,,,,Portable,2021
10P34C,35,810800310,,Electrical box cover,Electrical box cover,$-,0,0,,,,,,,Portable,2021
10P34C,36,1170100037,,Fan motor capacitor 8?F,Fan motor capacitor 8?F,$9.76,5,0,,Y,,,,,Portable,2021
10P34C,37,810900578,,Fan motor capacitor 10?F,Fan motor capacitor 10?F,$-,0,0,,,,,,,Portable,2021
10P34C,39,810702253,,Right panel,Right panel,$-,0,0,,,,,,,Portable,2021
10P34C,40,810701097,,Cover of splash motor,Cover of splash motor,$-,0,0,,,,,,,Portable,2021
10P34C,42,42001-000057,,Clamp,Clamp,$-,0,0,,,,,,,Portable,2021
10P34C,43,810800311B,,Support,Support,$-,0,0,,,,,,,Portable,2021
10P34C,44,811202226,,Compressor,Compressor,$-,0,0,,,,,,,Portable,2021
10P34C,45,811202695,,Capillary,Capillary,$-,0,0,,,,,,,Portable,2021
10P34C,46,810900660A,,Float switch,Float switch,$-,0,0,,,,,,,Portable,2021
10P34C,47,810701465,,Splash disk,Splash disk,$-,0,0,,,,,,,Portable,2021
10P34C,48,810900472E,,Splash motor,Splash motor,$-,0,0,,,,,,,Portable,2021
10P34C,49,814101764,,Base assembly,Base assembly,$-,0,0,,,,,,,Portable,2021
10P34C,50,810701898B,,Cover of stopper,Cover of stopper,$0.32,25,0,Y,,,,,,Portable,2021
10P34C,51,810701900,,Stopper,Stopper,$2.00,25,0,Y,,,,,,Portable,2021
10P34C,52,810701996,,Filter of condenser,Filter of condenser,$8.00,45,0,Y,,,,,,Portable,2021
10P34C,53,810701994,,Grid of condenser,Grid of condenser,$11.28,25,0,Y,,,,,,Portable,2021
10P34C,54,810701987,,Back panel,Back panel,$-,0,0,,,,,,,Portable,2021
10P34C,55,810701299A,,Cover of drainage hose,Drain Cap,$1.30,39,0,Y,,,,,,Portable,2021
10P34C,56,810702001,,Protection net,Protection net,$3.60,5,0,,Y,,,,,Portable,2021
10P34C,57,814101769,,Grid of evaporator,Grid of evaporator,$21.60,40,0,Y,,,,,,Portable,2021
10P34C,58,810900093,,Power cord,Power cord,$37.74,5,0,,Y,,,,,Portable,2021
10P34C,59,810700928,,Drainage pipe,Drain Tube,$6.30,50,0,Y,,,,,,Portable,2021
10P34C,60,810900614A,,Remote controller,Remote controller UYKQ-90,$9.81,135,0,Y,,,,,,Portable,2021
10P34C,61,8070130039,,Sensor fixer,Sensor fixer,$-,0,0,,,,,,,Portable,2021
10P34C,62,1075032001A,,Exhaust Hose,Exhaust Hose,$15.02,34,0,Y,,,,,,Portable,2021
10P34C,63,810701090,,Hose outlet,Hose outlet,$4.86,51,0,Y,,,,,,Portable,2021
10P34C,64,810701997,,Hose inlet,Hose inlet,$5.82,24,0,Y,,,,,,Portable,2021
10P34C,65,810700746A,,Window slider,Window slider,$17.40,52,0,Y,,,,,,Portable,2021
10P34C,66,811800040,,Tie,Tie,$-,0,0,,,,,,,Portable,2021
10P34C,67,811202370E,,Discharge pipe,Discharge pipe,$17.64,25,0,,Y,,,,,Portable,2021
10P34C,68,811202371,,Suction pipe,Suction pipe,$40.72,20,0,,Y,,,,,Portable,2021
10P34C,69,810700223,,Axis of fan,Axis of fan,$-,0,0,,,,,,,Portable,2021
10P34C,70,810702010A,,Upper foam,Upper foam,$-,0,0,,,,,,,Portable,2021
10P34C,71,810702009B,,Bottom foam,Bottom foam,$-,0,0,,,,,,,Portable,2021
10P34C,72,811308693,,Top pad,Top pad,$-,0,0,,,,,,,Portable,2021
10P34C,73,811308692,,Pad of lower foam,Pad of lower foam,$-,0,0,,,,,,,Portable,2021
10P34C,(49-1),810701160,,Castor subassembly,"caster, set of four",$3.92,108,0,Y,,,,,,Portable,2021
10P34C,*,810701637,,No-hole window slider,"No-hole window slider, 2 piece",$15.00,20,0,Y,,,,,,Portable,2021
10P34C,,FPKW5-6K,,Filler Panel Kit White 5-6K,Filler Panel Kit White 5-6K,$6.00,203,0,Y,,,,,,Portable,2021
10P93,1,810701453,,Horizon deflector A,Horizon deflector A,$-,0,0,,,,,,,Portable,2021
10P93,2,810701454,,Horizon deflector B,Horizon deflector B,$-,0,0,,,,,,,Portable,2021
10P93,3,810701455,,Deflector link,Deflector link,$-,0,0,,,,,,,Portable,2021
10P93,4,810701437,,Upper front panel,Upper front panel,$-,0,0,,,,,,,Portable,2021
10P93,5,810701450,,Lower front panel,Lower front panel,$-,0,0,,,,,,,Portable,2021
10P93,6,811306443H,,Panel sticker,Panel sticker,$-,0,0,,,,,,,Portable,2021
10P93,7,810900518,,Receiver board,Receiver board,$-,0,0,,,,,,,Portable,2021
10P93,8,810701458B,,Top panel,Top panel,$-,0,0,,,,,,,Portable,2021
10P93,9,810900563,,Display board,Display board,$-,0,0,,,,,,,Portable,2021
10P93,10,810701459,,Display board cover,Display board cover,$-,0,0,,,,,,,Portable,2021
10P93,11,810900614A,,Remote controller,Remote controller UYKQ-90,$9.81,135,0,Y,,,,,,Portable,2021
10P93,16,810701797A,,Left panel,Left panel,$-,0,0,,,,,,,Portable,2021
10P93,17,810701443,,Evaporator duct cover,Evaporator duct cover,$-,0,0,,,,,,,Portable,2021
10P93,18,810701438,,Evaporator upper duct,Evaporator upper duct,$-,0,0,,,,,,,Portable,2021
10P93,19,810701460A,,Bidirectional centrifugal fan,Bidirectional centrifugal fan,$-,0,0,,,,,,,Portable,2021
10P93,20,810701444,,Evaporator duct wall,Evaporator duct wall,$-,0,0,,,,,,,Portable,2021
10P93,21,810701448,,Vertical deflector,Vertical deflector,$-,0,0,,,,,,,Portable,2021
10P93,22,810800204,,Protection net,Protection net,$-,0,0,,,,,,,Portable,2021
10P93,24,810701442,,Evaporator lower duct,Evaporator lower duct,$-,0,0,,,,,,,Portable,2021
10P93,25,810900541,,Fan motor,Fan motor,$-,0,0,,,,,,,Portable,2021
10P93,26,810701556,,Evaporator tray,Evaporator tray,$-,0,0,,,,,,,Portable,2021
10P93,27,810701981,,Centrifugal fan,Centrifugal fan,$-,0,0,,,,,,,Portable,2021
10P93,28,810800197,,Support bar,Support bar,$-,0,0,,,,,,,Portable,2021
10P93,29,810800199,,Electrical box cover,Electrical box cover,$-,0,0,,,,,,,Portable,2021
10P93,30,810900578,,Fan motor capacitor,Fan motor capacitor,$-,0,0,,,,,,,Portable,2021
10P93,31,810900562B,,Control circuit board,Control circuit board,$-,0,0,,,,,,,Portable,2021
10P93,32,810701559,,Electrical box,Electrical box,$-,0,0,,,,,,,Portable,2021
10P93,34,810701446,,Condenser duct,Condenser duct,$-,0,0,,,,,,,Portable,2021
10P93,35,810900443B,,Power cord,Power cord,$34.36,30,0,,Y,,,,,Portable,2021
10P93,36,811202575,,Suction pipe,Suction pipe,$-,0,0,,,,,,,Portable,2021
10P93,37,811201999,,Discharge pipe,Discharge pipe,$-,0,0,,,,,,,Portable,2021
10P93,38,810701447,,Capacitor cover,Capacitor cover,$-,0,0,,,,,,,Portable,2021
10P93,39,810900542,,Capacitor of compressor,Capacitor of compressor,$-,0,0,,,,,,,Portable,2021
10P93,40,811201861,,Compressor,Compressor,$-,0,0,,,,,,,Portable,2021
10P93,41,50610-100002,,Nut,Nut,$-,0,0,,,,,,,Portable,2021
10P93,42,810900031A,,Float switch,Float switch,$-,0,0,,,,,,,Portable,2021
10P93,43,810900371C,,Splash motor,Splash motor,$-,0,0,,,,,,,Portable,2021
10P93,44,810701092A,,Splash disk,Splash disk,$-,0,0,,,,,,,Portable,2021
10P93,45,42001-000056,,Clamp,Clamp,$-,0,0,,,,,,,Portable,2021
10P93,46,810701555A,,Base,Base,$-,0,0,,,,,,,Portable,2021
10P93,47,810701900,,Stopper,Stopper,$2.00,25,0,Y,,,,,,Portable,2021
10P93,48,810701160,,Castor subassembly,"caster, set of four",$3.92,108,0,Y,,,,,,Portable,2021
10P93,49,810701449,,Back panel,Back panel,$-,0,0,,,,,,,Portable,2021
10P93,50,811800040,,Tie,Tie,$-,0,0,,,,,,,Portable,2021
10P93,51,810701456,,Filter of evaporator,Filter of evaporator,$12.96,25,0,Y,,,,,,Portable,2021
10P93,52,810701299A,,cover of drainage hose,Drain Cap,$1.30,39,0,Y,,,,,,Portable,2021
10P93,53,810701452,,Right panel,Right panel,$-,0,0,,,,,,,Portable,2021
10P93,54,1175032007,92007-005463,Sensor resistance,Sensor resistance,$8.04,10,0,,Y,,,,,Portable,2021
10P93,55,8070130039,,Sensor fixer,Sensor fixer,$-,0,0,,,,,,,Portable,2021
10P93,56,811201863,,Evaporator,Evaporator,$-,0,0,,,,,,,Portable,2021
10P93,57,810701457,,Hose inlet,Hose inlet,$4.86,68,0,Y,,,,,,Portable,2021
10P93,58,810701090,,Hose outlet,Hose outlet,$4.86,51,0,Y,,,,,,Portable,2021
10P93,59,810700746A,,Window slider,Window slider,$17.40,52,0,Y,,,,,,Portable,2021
10P93,60,810701558,,Exhaust Hose,Hose pipe,$9.94,52,0,Y,,,,,,Portable,2021
10P93,61,811202004,,Condenser,Condenser,$-,0,0,,,,,,,Portable,2021
10P93,62,811201912,,Capillary,Capillary,$-,0,0,,,,,,,Portable,2021
10P93,*,810701637,,No-hole window slider,"No-hole window slider, 2 piece",$15.00,20,0,Y,,,,,,Portable,2021
10P93,,FPKW5-6K,,Filler Panel Kit White 5-6K,Filler Panel Kit White 5-6K,$6.00,203,0,Y,,,,,,Portable,2021
10P94C,1,810702400B,/,Front panel,Front panel,$-,0,0,,,,,,,Portable,2021
10P94C,2,810700851C,/,Take-over protection,Take-over protection,$-,0,0,,,,,,,Portable,2021
10P94C,3,810900518,/,Receiver board,Receiver board,$-,0,0,,,,,,,Portable,2021
10P94C,4,810702599,/,Top panel,Top panel,$-,0,0,,,,,,,Portable,2021
10P94C,5,810701012,/,Gear,Gear,$-,0,0,,,,,,,Portable,2021
10P94C,6,810701035,/,Anti electric axis,Anti electric axis,$-,0,0,,,,,,,Portable,2021
10P94C,7,1175032001B,/,Step motor,Step motor,$21.60,17,0,,Y,,,,,Portable,2021
10P94C,8,810701138A,/,Fixer of step motor,Fixer of step motor,$-,0,0,,,,,,,Portable,2021
10P94C,9,810702262,/,Cover of display box,Cover of display box,$-,0,0,,,,,,,Portable,2021
10P94C,10,810900559A,/,Display board,Display board,$34.28,5,0,,Y,,,,,Portable,2021
10P94C,11,810702007,/,Box of display,Box of display,$-,0,0,,,,,,,Portable,2021
10P94C,12,811309455M,/,Panel sticker,Panel sticker,$-,0,0,,,,,,,Portable,2021
10P94C,13,810702264,/,Deflector,Deflector,$-,0,0,,,,,,,Portable,2021
10P94C,14,810702265,/,Deflector,Deflector,$-,0,0,,,,,,,Portable,2021
10P94C,15,810702266,/,Deflector link,Deflector link,$-,0,0,,,,,,,Portable,2021
10P94C,16,810702302,/,Outlet duct,Outlet duct,$-,0,0,,,,,,,Portable,2021
10P94C,17,810702256,/,Upper Duct,Upper Duct,$-,0,0,,,,,,,Portable,2021
10P94C,18,810702055,/,Fan of evaporator,Fan of evaporator,$-,0,0,,,,,,,Portable,2021
10P94C,19,810900527,/,Evaporator fan motor,Evaporator fan motor,$-,0,0,,,,,,,Portable,2021
10P94C,20,810702023,/,Under Duct,Under Duct,$-,0,0,,,,,,,Portable,2021
10P94C,21,811202229B,/,Evaporator,Evaporator,$-,0,0,,,,,,,Portable,2021
10P94C,22,814101768,/,Tray assembly,Tray assembly,$-,0,0,,,,,,,Portable,2021
10P94C,23,810702252,/,Left panel,Left panel,$-,0,0,,,,,,,Portable,2021
10P94C,24,810800317B,/,Supported beam of Condenser,Supported beam of Condenser,$-,0,0,,,,,,,Portable,2021
10P94C,25,811202230,/,Condenser,Condenser,$-,0,0,,,,,,,Portable,2021
10P94C,26,810702000,/,Rear duct of condenser,Rear duct of condenser,$-,0,0,,,,,,,Portable,2021
10P94C,27,810702056,/,Centrifugal fan,Centrifugal fan,$-,0,0,,,,,,,Portable,2021
10P94C,28,810701999,/,Front duct of condenser,Front duct of condenser,$-,0,0,,,,,,,Portable,2021
10P94C,29,810900538,/,Condensor fan motor,Condensor fan motor,$-,0,0,,,,,,,Portable,2021
10P94C,30,810702019,/,Capacitor clamp,Capacitor clamp,$-,0,0,,,,,,,Portable,2021
10P94C,31,810900758,/,Capacitor of compressor,Capacitor of compressor,$-,0,0,,,,,,,Portable,2021
10P94C,32,810702271,/,Electrical box assembly,Electrical box assembly,$-,0,0,,,,,,,Portable,2021
10P94C,33,1175032007,92007-005463,Sensor resistance,Sensor resistance,$8.04,10,0,,Y,,,,,Portable,2021
10P94C,34,810900560A,/,Control circuit board,Control circuit board,$-,0,0,,,,,,,Portable,2021
10P94C,35,810800310,/,Electrical box cover,Electrical box cover,$-,0,0,,,,,,,Portable,2021
10P94C,36,1170100037,/,Fan motor capacitor 8?F,Fan motor capacitor 8?F,$9.76,5,0,,Y,,,,,Portable,2021
10P94C,37,810900578,/,Fan motor capacitor 10?F,Fan motor capacitor 10?F,$-,0,0,,,,,,,Portable,2021
10P94C,38,810900458H,,WiFi module,WiFi module,$16.42,20,0,,Y,,,,,Portable,2021
10P94C,39,810702253,/,Right panel,Right panel,$-,0,0,,,,,,,Portable,2021
10P94C,40,810701097,/,Cover of splash motor,Cover of splash motor,$-,0,0,,,,,,,Portable,2021
10P94C,42,210736672,42001-000057,Clamp,Clamp,$-,0,0,,,,,,,Portable,2021
10P94C,43,810800311B,/,Support,Support,$-,0,0,,,,,,,Portable,2021
10P94C,44,811202226,/,Compressor,Compressor,$-,0,0,,,,,,,Portable,2021
10P94C,45,811202695,/,Capillary,Capillary,$-,0,0,,,,,,,Portable,2021
10P94C,46,810900660A,/,Float switch,Float switch,$-,0,0,,,,,,,Portable,2021
10P94C,47,810701465,/,Splash disk,Splash disk,$-,0,0,,,,,,,Portable,2021
10P94C,48,810900472E,/,Splash motor,Splash motor,$-,0,0,,,,,,,Portable,2021
10P94C,49,814101764,/,Base assembly,Base assembly,$-,0,0,,,,,,,Portable,2021
10P94C,50,810701898B,,Cover of stopper,Cover of stopper,$0.32,25,0,Y,,,,,,Portable,2021
10P94C,51,810701900,,Stopper,Stopper,$2.00,25,0,Y,,,,,,Portable,2021
10P94C,52,810701996,/,Filter of condenser,Filter of condenser,$8.00,45,0,Y,,,,,,Portable,2021
10P94C,53,810701994,/,Grid of condenser,Grid of condenser,$11.28,25,0,Y,,,,,,Portable,2021
10P94C,54,810701987,/,Back panel,Back panel,$-,0,0,,,,,,,Portable,2021
10P94C,55,810701299A,,Cover of drainage hose,Drain cap,$1.30,39,0,Y,,,,,,Portable,2021
10P94C,56,810702001,/,Protection net,Protection net,$3.60,5,0,Y,,,,,,Portable,2021
10P94C,57,814101769,/,Grid of evaporator,Grid of evaporator,$21.60,40,0,Y,,,,,,Portable,2021
10P94C,58,810900093,/,Power cord,Power cord,$37.74,5,0,,Y,,,,,Portable,2021
10P94C,59,810700928,/,Drainage pipe,Drain Tube,$6.30,50,0,Y,,,,,,Portable,2021
10P94C,60,810900614A,,Remote controller,Remote controller UYKQ-90,$9.81,135,0,Y,,,,,,Portable,2021
10P94C,61,8070130039,/,Sensor fixer,Sensor fixer,$-,0,0,,,,,,,Portable,2021
10P94C,62,1075032001A,,Exhaust Hose,Exhaust Hose,$15.02,34,0,Y,,,,,,Portable,2021
10P94C,63,810701090,/,Hose outlet,Hose outlet,$4.86,51,0,Y,,,,,,Portable,2021
10P94C,64,810701997,/,Hose inlet,Hose inlet,$5.82,24,0,Y,,,,,,Portable,2021
10P94C,65,810700746A,/,Window slider,Window slider,$17.40,52,0,Y,,,,,,Portable,2021
10P94C,66,811800040,/,Tie,Tie,$-,0,0,,,,,,,Portable,2021
10P94C,67,811202370E,/,Discharge pipe,Discharge pipe,$17.64,25,0,,Y,,,,,Portable,2021
10P94C,68,811202371,/,Suction pipe,Suction pipe,$40.72,20,0,,Y,,,,,Portable,2021
10P94C,69,810700223,/,Axis of fan,Axis of fan,$-,0,0,,,,,,,Portable,2021
10P94C,70,810702010A,/,Upper foam,Upper foam,$-,0,0,,,,,,,Portable,2021
10P94C,71,810702009B,/,Bottom foam,Bottom foam,$-,0,0,,,,,,,Portable,2021
10P94C,72,811308693,/,Top pad,Top pad,$-,0,0,,,,,,,Portable,2021
10P94C,73,811308692,/,Pad of lower foam,Pad of lower foam,$-,0,0,,,,,,,Portable,2021
10P94C,(49-1),810701160,/,Castor,caster,$3.92,108,0,Y,,,,,,Portable,2021
10P94C,*,810701637,/,No-hole window slider,No-hole window slider,$15.00,20,0,Y,,,,,,Portable,2021
10PH34C,1,810702400B,,Front panel,Front panel,$-,0,0,,,,,,,Portable,2021
10PH34C,2,810700851C,,Take-over protection,Take-over protection,$-,0,0,,,,,,,Portable,2021
10PH34C,3,810900518,,Receiver board,Receiver board,$-,0,0,,,,,,,Portable,2021
10PH34C,4,810702599,,Top panel,Top panel,$-,0,0,,,,,,,Portable,2021
10PH34C,5,810701012,,Gear,Gear,$-,0,0,,,,,,,Portable,2021
10PH34C,6,810701035,,Anti electric axis,Anti electric axis,$-,0,0,,,,,,,Portable,2021
10PH34C,7,1175032001B,,Step motor,Step motor,$21.60,17,0,,Y,,,,,Portable,2021
10PH34C,8,810701138A,,Fixer of step motor,Fixer of step motor,$-,0,0,,,,,,,Portable,2021
10PH34C,9,810702262,,Cover of display box,Cover of display box,$-,0,0,,,,,,,Portable,2021
10PH34C,10,810900559A,,Display board,Display board,$34.28,5,0,,Y,,,,,Portable,2021
