Model,Item,Part No.,Alternate Part No.,Part Name (BOM),Part Description (TCLNA),Price,Inventory,New Part No. Inventory,Accessory?,Service,Never,Notes,Mario,Inspect?,Type,Year Sold
H8P36W,45,81081200004,,Support bar,Support bar,$-,0,0,,,,,,,Portable,2023
H8P36W,46,810900900,,Condensor fan motor,Condensor fan motor,$-,0,0,,,,,,,Portable,2023
H8P36W,47,81073000017B,,Front duct of condenser,Front duct of condenser,$-,0,0,,,,,,,Portable,2023
H8P36W,48,810702783,,Centrifugal fan,Centrifugal fan,$-,0,0,,,,,,,Portable,2023
H8P36W,49,81073000018,,Rear duct of condenser,Rear duct of condenser,$-,0,0,,,,,,,Portable,2023
H8P36W,50,811203370,,Condenser,Condenser,$-,0,0,,,,,,,Portable,2023
H8P36W,51,81081200003B,,Protector of Condenser,Protector of Condenser,$-,0,0,,,,,,,Portable,2023
H8P36W,52,811202631B,,Compressor,Compressor,$-,0,0,,,,,,,Portable,2023
H8P36W,53,81073000009,,Left panel,Left panel,$-,0,0,,,,,,,Portable,2023
H8P36W,54,811203604,,Suction pipe,Suction pipe,$-,0,0,,,,,,,Portable,2023
H8P36W,55,811203603,,Discharge pipe,Discharge pipe,$-,0,0,,,,,,,Portable,2023
H8P36W,58,81073000025C,,Base assembly,Base assembly,$-,0,0,,,,,,,Portable,2023
H8P36W,59,81073000014B,,Cover of splash motor,Cover of splash motor,$-,0,0,,,,,,,Portable,2023
H8P36W,60,810900781B,,Splash motor,Splash motor,$-,0,0,,,,,,,Portable,2023
H8P36W,61,810701465,,Splash disk,Splash disk,$-,0,0,,,,,,,Portable,2023
H8P36W,62,810900031A,,Float switch,Float switch,$-,0,0,,,,,,,Portable,2023
H8P36W,63,810703229,,Hose pipe,Exhaust Hose,$-,10,0,Y,,,,,,Portable,2023
H8P36W,64,810701997A,,Hose inlet,Hose inlet,$4.00,30,0,Y,,,,,,Portable,2023
H8P36W,65,810701090B,,Hose outlet,Hose outlet,$4.00,38,0,Y,,,,,,Portable,2023
H8P36W,66,810702945A,,Window slider,"Window slider, 3 pieces, 1 hole, 2 solid, White",$-,9,0,Y,,,,,,Portable,2023
H8P36W,67,810900614,,Remote controller,Remote controller,$-,15,0,Y,,,,,,Portable,2023
H8P36W,68,810700928F,,Drainage pipe,Drain Tube,$4.00,25,0,Y,,,,,,Portable,2023
H8P36W,69,811312842,,Bottom foam,Bottom foam,$-,0,0,,,,,,,Portable,2023
H8P36W,70,811312841,,Upper foam,Upper foam,$-,0,0,,,,,,,Portable,2023
H8P36W,20-1,811203637,,Capillary,Capillary,$-,0,0,,,,,,,Portable,2023
H8P36W,58-1,810701898B,,Cover of stopper,Cover of stopper,$0.32,25,0,Y,,,,,,Portable,2023
H8P36W,58-2,810701900,,Stopper,Stopper,$2.00,25,0,Y,,,,,,Portable,2023
H8P36W,58-3,810701160,,Castor,Caster,$3.92,108,0,Y,,,,,,Portable,2023
H8P36W,,GSK8-15K,,Gasket Seal Kit 8-24K,Gasket Seal Kit 8-24K,$4.00,100,0,Y,,,,,,Portable,2023
H8T9E1-A,1,210738331,41106-002927,Display decorative piece1,Display decorative piece1,$4.00,20,0,Y,,,,,,TTW,2023
H8T9E1-A,2,210738332,41106-002928,Display decorative piece2,Display decorative piece2,$4.00,20,0,Y,,,,,,TTW,2023
H8T9E1-A,3,210738270,41106-000169,Front Panel Assembly,Front Panel Assembly,$-,0,0,,,,,,,TTW,2023
H8T9E1-A,3.1,210738272A,42008-000094,Air Filter,Air Filter,$6.64,40,0,Y,,,,,,TTW,2023
H8T9E1-A,3.2,210736554,41507-000071,swing connecting rod,swing connecting rod,$-,0,0,,,,,,,TTW,2023
H8T9E1-A,3.3,210736553,41507-000097,swing Vane,swing Vane,$-,0,0,,,,,,,TTW,2023
H8T9E1-A,3.4,210738274,41507-000124,Leading Flow Circle,Leading Flow Circle,$-,0,0,,,,,,,TTW,2023
H8T9E1-A,3.5,210736614,41507-000104,swing rod,swing rod,$-,0,0,,,,,,,TTW,2023
H8T9E1-A,3.6,210738271,41106-002067,Front Panel,Front Panel,$-,0,0,,,,,,,TTW,2023
H8T9E1-A,4,#N/A,92011-009542,Evaporator,Evaporator,$-,0,0,,,,,,,TTW,2023
H8T9E1-A,5,210738347,41214-000903,Guide Vane,Guide Vane,$-,0,0,,,,,,,TTW,2023
H8T9E1-A,6,#N/A,92007-018787,Capillary Assembly,Capillary Assembly,$-,0,0,,,,,,,TTW,2023
H8T9E1-A,7,210738268B,41504-000189,Outlet foam,Outlet foam,$-,0,0,,,,,,,TTW,2023
H8T9E1-A,8,210836747,41214-000045,Front Partition plate,Front Partition plate,$-,0,0,,,,,,,TTW,2023
H8T9E1-A,9,#N/A,41505-000670,Operating indicator panel,Operating indicator panel,$-,0,0,,,,,,,TTW,2023
H8T9E1-A,10,210738277,41507-000034,Control Box panel,Control Box panel,$-,0,0,,,,,,,TTW,2023
H8T9E1-A,11,#N/A,41303-000135,Electrical Box,Electrical Box,$-,0,0,,,,,,,TTW,2023
H8T9E1-A,12,#N/A,/,Transformer,Transformer,$-,0,0,,,,,,,TTW,2023
H8T9E1-A,13,210901745,10303-100032,Fan Motor Capacitor,Fan Motor Capacitor,$-,0,0,,,,,,,TTW,2023
H8T9E1-A,14,210836752,41505-000055,Electrical Box Cover,Electrical Box Cover,$-,0,0,,,,,,,TTW,2023
H8T9E1-A,15,#N/A,31501-000031,Main pcb,Main pcb,$-,0,0,,,,,,,TTW,2023
H8T9E1-A,16,#N/A,41214-001278,Main pcb supporter clamp,Main pcb supporter clamp,$-,0,0,,,,,,,TTW,2023
H8T9E1-A,17,210738282,41214-000490,Capacitor Strip,Capacitor Strip,$-,0,0,,,,,,,TTW,2023
H8T9E1-A,18,#N/A,22003-000003,Compressor Capacitor,Compressor Capacitor,$-,0,0,,,,,,,TTW,2023
